,id,title,location,city,price,original_price,discount,m2,hab,floor,air,terrace,storage,elevator,garage,outside,wardrobes,pool,garden,satus,energy,co2,status
801,105639410,Ático en venta en Verdun,Nou Barris, Barcelona,116000,116000,0,55,2.0,Planta 4ª exterior sin ascensor,False,True,False,True,False,True,False,False,False,A reformar,,,
802,105618324,Piso en venta en calle de Góngora,Verdun, Barcelona,104200,104200,0,46,2.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
803,105374863,Piso en venta en calle del Pedraforca,Ciutat Meridiana - Torre Baró - Vallbona, Barcelona,97619,97619,0,60,3.0,Planta 3ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
804,105731965,Piso en venta en La Trinitat Nova,Nou Barris, Barcelona,156000,156000,0,76,3.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
805,102820832,Piso en venta en Verdun,Nou Barris, Barcelona,117000,117000,0,48,3.0,Planta 1ª sin ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
806,102821000,Piso en venta en Ciutat Meridiana - Torre Baró - Vallbona,Nou Barris, Barcelona,119000,119000,0,63,3.0,Planta 4ª con ascensor,False,False,False,True,False,False,False,False,False,Buen estado,,,
807,105731965,Piso en venta en La Trinitat Nova,Nou Barris, Barcelona,156000,156000,0,76,3.0,Planta 1ª exterior con ascensor,False,False,False,True,False,True,False,False,False,Buen estado,,,
808,103109392,Piso en venta en calle de s'Agaró,La Trinitat Nova, Barcelona,149000,149000,0,66,3.0,,False,False,False,True,False,True,False,False,False,Buen estado,,,
809,103969239,Piso en venta en calle d'Almansa,Les Roquetes, Barcelona,159500,159500,0,60,3.0,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,138,23,
810,105872670,"Piso en venta en calle de Quesada, 3",Les Roquetes, Barcelona,215000,215000,0,68,3.0,Planta 3ª interior sin ascensor,False,False,False,True,False,False,True,False,False,Buen estado,,,
811,100258917,"Piso en venta en calle de Pedret, 1",Can Peguera - El Turó de la Peira, Barcelona,159900,159900,0,65,2.0,Bajo exterior sin ascensor,False,False,False,True,False,True,False,False,False,A reformar,,,
812,102492990,Piso en venta en Vilapicina i la Torre Llobeta,Nou Barris, Barcelona,199000,199000,0,80,3.0,,False,False,False,True,False,False,False,False,False,Buen estado,,,
813,103969239,Piso en venta en calle d'Almansa,Les Roquetes, Barcelona,159500,159500,0,60,3,Planta 1ª exterior sin ascensor,False,False,False,True,False,True,False,False,False,Buen estado,138,23,
814,105872670,"Piso en venta en calle de Quesada, 3",Les Roquetes, Barcelona,215000,215000,0,68,3,Planta 3ª interior sin ascensor,False,False,False,True,False,False,True,False,False,Buen estado,NaN,NaN,
815,100258917,"Piso en venta en calle de Pedret, 1",Can Peguera - El Turó de la Peira, Barcelona,159900,159900,0,65,2,Bajo exterior sin ascensor,False,False,False,True,False,True,False,False,False,A reformar,NaN,NaN,
